main_name,plan_id,num_obs,objectname,ra_j2000,dec_j2000,epoch,airmass,shutter_ut_time_date,exptime,emavg,emnumsmp,snrem,decker,temp_chiron,pathfile,comments
G2K001182,522,2,G2K001182,11:10:54.21,-25:24:28.0,2000.0,1.064,2021-02-19T04:29:33.239,1800.0,2.74,18001,26.905531604824244,slicer,23.208,/nfs/morgan/chiron/tous/mir7/fitspec/210218/achi210218.1148.fits,
 ,522, ,G2K001182,11:10:54.61,-25:24:30.8,2000.0,1.029,2021-02-19T04:59:50.886,1800.0,2.79,18000,27.19194625208647,slicer,23.208,/nfs/morgan/chiron/tous/mir7/fitspec/210218/achi210218.1149.fits,
G2K001184,643,1,G2K001184,11:11:12.72,-04:59:08.2,2000.0,1.107,2023-03-06T04:43:31.038,1200.0,4.7,11999,29.086765753138163,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230305/achi230305.1140.fits,
G2K001187,643,1,G2K001187,11:12:18.37,19:44:38.6,2000.0,1.551,2022-05-15T00:11:08.404,900.0,7.69,9000,32.67002054294848,slicer,23.14,/nfs/morgan/chiron/tous/mir7/fitspec/220514/achi220514.1120.fits,
G2K001189,643,2,G2K001189,11:14:29.50,24:41:58.4,2000.0,1.761,2023-03-25T03:12:20.882,1200.0,2.69,12000,20.72692780593466,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230324/achi230324.1136.fits,
 ,643, ,G2K001189,11:14:29.26,24:41:57.1,2000.0,1.735,2023-03-25T03:32:38.524,1200.0,2.62,12000,20.374003509259545,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230324/achi230324.1137.fits,
G2K001193,522,1,G2K001193,11:15:19.43,-18:09:02.1,2000.0,1.039,2021-01-07T08:05:17.704,900.0,5.66,9000,27.419614174885726,slicer,23.23,/nfs/morgan/chiron/tous/mir7/fitspec/210106/achi210106.1160.fits,
G2K001196,522,2,G2K001196,11:16:34.33,26:27:37.7,2000.0,1.825,2021-03-08T04:30:26.545,600.0,4.45,6000,18.25506661771899,slicer,23.385,/nfs/morgan/chiron/tous/mir7/fitspec/210307/achi210307.1144.fits,
 ,522, ,G2K001196,11:16:34.30,26:27:36.9,2000.0,1.815,2021-03-08T04:40:44.181,600.0,4.38,5999,18.053228594001915,slicer,23.391,/nfs/morgan/chiron/tous/mir7/fitspec/210307/achi210307.1145.fits,
G2K001199,522,1,G2K001199,11:17:47.46,00:47:25.8,2000.0,1.165,2021-02-03T06:57:10.448,1800.0,7.63,17999,47.36770572699465,slicer,23.178,/nfs/morgan/chiron/tous/mir7/fitspec/210202/achi210202.1148.fits,
G2K001203,522,1,G2K001203,11:22:09.53,00:07:19.5,2000.0,1.157,2021-03-08T04:53:57.038,900.0,10.25,9000,38.27787688757289,slicer,23.379,/nfs/morgan/chiron/tous/mir7/fitspec/210307/achi210307.1147.fits,
G2K001204,643,1,G2K001204,11:22:29.42,-06:08:48.4,2000.0,1.115,2022-04-17T03:12:30.554,1200.0,3.97,12000,26.35999394476603,slicer,23.152,/nfs/morgan/chiron/tous/mir7/fitspec/220416/achi220416.1140.fits,
G2K001206,522,1,G2K001206,11:24:51.59,-17:41:09.7,2000.0,1.057,2021-01-08T07:54:07.045,900.0,14.44,9000,46.00423865172215,slicer,23.23,/nfs/morgan/chiron/tous/mir7/fitspec/210107/achi210107.1166.fits,
G2K001209,522,13,G2K001209,11:27:55.31,15:08:37.0,2000.0,1.446,2021-02-22T05:21:23.390,600.0,5.55,6000,21.147562003227307,slicer,23.22,/nfs/morgan/chiron/tous/mir7/fitspec/210221/achi210221.1156.fits,
 ,553, ,G2K001209,11:26:50.63,15:17:25.0,2000.0,1.480,2022-04-11T01:54:29.255,900.0,4.45,9000,23.744084970486206,slicer,23.236,/nfs/morgan/chiron/tous/mir7/fitspec/220410/achi220410.1133.fits,
 ,553, ,G2K001209,11:26:50.65,15:17:24.2,2000.0,1.422,2021-05-06T01:19:09.440,900.0,3.15,9000,19.019475218394028,slicer,23.188,/nfs/morgan/chiron/tous/mir7/fitspec/210505/achi210505.1136.fits,
 ,553, ,G2K001209,11:26:51.42,15:17:26.3,2000.0,1.421,2021-04-06T03:12:43.146,900.0,4.58,9000,24.16579575424582,slicer,23.317,/nfs/morgan/chiron/tous/mir7/fitspec/210405/achi210405.1139.fits,
 ,553, ,G2K001209,11:26:52.29,15:17:06.7,2000.0,1.441,2021-05-03T00:51:13.695,900.0,3.64,9001,20.927428426097922,slicer,23.256,/nfs/morgan/chiron/tous/mir7/fitspec/210502/achi210502.1131.fits,
 ,553, ,G2K001209,11:26:51.86,15:17:22.5,2000.0,1.430,2021-03-31T03:59:41.994,900.0,4.58,9000,24.16579575424582,slicer,23.314,/nfs/morgan/chiron/tous/mir7/fitspec/210330/achi210330.1141.fits,
 ,553, ,G2K001209,11:27:51.92,15:10:48.0,2020.0,1.465,2020-01-06T08:17:57.079,900.0,2.75,9005,17.31506212723416,slicer,23.338,/nfs/morgan/chiron/tous/mir7/fitspec/200105/achi200105.1176.fits,
 ,553, ,G2K001209,11:26:49.82,15:17:22.7,2000.0,1.424,2022-04-05T03:04:30.614,900.0,4.68,9000,24.485246784338702,slicer,23.217,/nfs/morgan/chiron/tous/mir7/fitspec/220404/achi220404.1132.fits,
 ,553, ,G2K001209,11:26:50.16,15:17:21.1,2000.0,1.421,2022-04-03T03:26:45.568,900.0,5.19,9000,26.053590941088913,slicer,23.236,/nfs/morgan/chiron/tous/mir7/fitspec/220402/achi220402.1134.fits,
 ,553, ,G2K001209,11:26:50.89,15:17:25.6,2000.0,1.422,2021-05-09T01:08:13.591,900.0,3.86,9000,21.72753966114923,slicer,23.202,/nfs/morgan/chiron/tous/mir7/fitspec/210508/achi210508.1129.fits,
 ,522, ,G2K001209,11:27:55.08,15:08:36.2,2000.0,1.433,2021-02-22T05:31:41.028,600.0,5.75,5999,21.629661405107836,slicer,23.222,/nfs/morgan/chiron/tous/mir7/fitspec/210221/achi210221.1157.fits,
 ,553, ,G2K001209,11:26:51.52,15:17:26.4,2000.0,1.448,2021-02-19T05:32:54.899,900.0,4.14,9000,22.706882911534432,slicer,23.211,/nfs/morgan/chiron/tous/mir7/fitspec/210218/achi210218.1151.fits,
 ,553, ,G2K001209,11:26:50.87,15:17:25.4,2000.0,1.433,2021-03-29T03:17:44.244,900.0,4.5,9000,23.907161770329214,slicer,23.289,/nfs/morgan/chiron/tous/mir7/fitspec/210328/achi210328.1136.fits,
G2K001210,522,2,G2K001210,11:27:16.58,-02:08:09.5,2000.0,1.132,2021-02-05T07:00:36.397,900.0,3.89,8999,21.833032154587563,slicer,23.211,/nfs/morgan/chiron/tous/mir7/fitspec/210204/achi210204.1149.fits,
 ,522, ,G2K001210,11:27:16.59,-02:08:09.8,2000.0,1.132,2021-02-05T07:15:54.035,900.0,3.92,9000,21.941079169431,slicer,23.222,/nfs/morgan/chiron/tous/mir7/fitspec/210204/achi210204.1150.fits,
G2K001213,643,1,G2K001213,11:27:43.44,-21:09:47.0,2000.0,1.015,2022-05-16T00:17:20.816,900.0,7.92,8999,33.210528676539006,slicer,23.122,/nfs/morgan/chiron/tous/mir7/fitspec/220515/achi220515.1121.fits,
G2K001215,643,2,G2K001215,11:29:19.08,-01:27:60.0,2000.0,1.144,2023-03-10T05:25:13.388,1800.0,2.89,18000,27.75761503235547,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230309/achi230309.1145.fits,
 ,643, ,G2K001215,11:29:19.70,-01:28:01.4,2000.0,1.168,2023-03-10T05:55:31.033,1800.0,2.92,17999,27.924178479157835,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230309/achi230309.1146.fits,
G2K001216,643,2,G2K001216,11:30:43.60,-10:20:16.1,2000.0,1.077,2023-03-27T03:18:10.186,900.0,2.78,9000,17.44237434133163,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230326/achi230326.1133.fits,
 ,643, ,G2K001216,11:30:43.39,-10:20:17.2,2000.0,1.067,2023-03-27T03:33:27.829,900.0,2.73,8999,17.216807686239967,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230326/achi230326.1134.fits,
G2K001218,522,1,G2K001218,11:31:45.53,14:21:51.8,2000.0,1.429,2021-02-18T05:39:00.047,900.0,8.57,9000,34.70009435192154,slicer,23.217,/nfs/morgan/chiron/tous/mir7/fitspec/210217/achi210217.1146.fits,
G2K001219,643,1,G2K001219,11:32:36.55,24:19:16.8,2000.0,1.718,2022-05-18T00:20:16.206,900.0,7.7,8999,32.6917640637573,slicer,23.137,/nfs/morgan/chiron/tous/mir7/fitspec/220517/achi220517.1119.fits,
G2K001221,643,1,G2K001221,11:33:47.46,18:33:05.5,2000.0,1.534,2023-03-30T03:12:20.337,900.0,6.38,9000,29.38936791101004,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230329/achi230329.1133.fits,
G2K001226,522,3,G2K001226,11:38:25.61,03:13:32.3,2000.0,1.393,2021-12-21T08:20:40.019,1800.0,2.98,18000,28.257036618543786,slicer,23.335,/nfs/morgan/chiron/tous/mir7/fitspec/211220/achi211220.1147.fits,
 ,522, ,G2K001226,11:38:22.42,03:13:39.6,2000.0,1.196,2022-04-04T03:24:39.666,1800.0,3.05,18000,28.639455203920782,slicer,23.23,/nfs/morgan/chiron/tous/mir7/fitspec/220403/achi220403.1137.fits,
 ,522, ,G2K001226,11:38:22.74,03:13:37.8,2000.0,1.201,2022-04-04T03:54:57.313,1800.0,2.98,18000,28.257036618543786,slicer,23.23,/nfs/morgan/chiron/tous/mir7/fitspec/220403/achi220403.1138.fits,
G2K001228,643,2,G2K001228,11:40:11.06,01:12:18.4,2000.0,1.174,2023-01-16T08:22:25.986,1200.0,3.08,11999,22.591343536336446,slicer,23.214,/nfs/morgan/chiron/tous/mir7/fitspec/230115/achi230115.1176.fits,
 ,643, ,G2K001228,11:40:11.22,01:12:20.1,2000.0,1.188,2023-01-16T08:02:08.343,1200.0,3.09,12000,22.63833488636754,slicer,23.214,/nfs/morgan/chiron/tous/mir7/fitspec/230115/achi230115.1175.fits,
G2K001234,643,1,G2K001234,11:42:30.87,23:54:17.4,2000.0,1.703,2022-05-27T23:46:41.009,900.0,15.17,8999,47.21844849700683,slicer,23.102,/nfs/morgan/chiron/tous/mir7/fitspec/220527/achi220527.1116.fits,
G2K001235,643,2,G2K001235,11:44:05.27,-01:44:34.6,2000.0,1.138,2023-04-17T02:32:50.379,1200.0,2.89,12000,21.70368335904937,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230416/achi230416.1127.fits,
 ,643, ,G2K001235,11:44:05.20,-01:44:35.4,2000.0,1.136,2023-04-17T02:53:08.023,1200.0,2.84,11999,21.462519542619855,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230416/achi230416.1128.fits,
G2K001236,643,1,G2K001236,11:45:42.92,-11:37:29.5,2000.0,1.054,2022-05-29T23:53:44.360,1200.0,5.12,12001,30.54901998501642,slicer,23.04,/nfs/morgan/chiron/tous/mir7/fitspec/220529/achi220529.1116.fits,
G2K001238,643,1,G2K001238,11:47:37.17,-08:21:29.9,2000.0,1.077,2023-05-06T01:25:17.929,1200.0,3.14,12000,22.866029174228917,slicer,23.048,/nfs/morgan/chiron/tous/mir7/fitspec/230505/achi230505.1123.fits,
G2K001249,643,1,G2K001249,11:54:37.96,08:56:46.1,2000.0,1.316,2023-01-15T08:14:03.435,900.0,4.88,9000,25.111960524778937,slicer,23.208,/nfs/morgan/chiron/tous/mir7/fitspec/230114/achi230114.1166.fits,
G2K001252,643,2,G2K001252,11:57:14.97,-04:17:01.8,2022.0,1.125,2022-04-22T02:03:13.769,1800.0,2.46,18001,25.23627730278631,slicer,23.137,/nfs/morgan/chiron/tous/mir7/fitspec/220421/achi220421.1129.fits,
 ,643, ,G2K001252,11:56:07.25,-04:09:42.4,2000.0,1.112,2022-04-22T02:33:31.406,1800.0,2.43,17999,25.049157149053556,slicer,23.14,/nfs/morgan/chiron/tous/mir7/fitspec/220421/achi220421.1130.fits,
G2K001262,553,11,G2K001262,11:58:56.96,-25:35:29.0,2000.0,1.023,2022-02-02T08:44:35.072,1200.0,2.42,11999,19.329094500605418,slicer,23.255,/nfs/morgan/chiron/tous/mir7/fitspec/220201/achi220201.1153.fits,
 ,553, ,G2K001262,11:58:54.22,-25:35:16.2,2000.0,1.234,2021-12-23T07:52:35.026,1200.0,4.28,12000,27.551551682947874,slicer,23.317,/nfs/morgan/chiron/tous/mir7/fitspec/211222/achi211222.1152.fits,
 ,553, ,G2K001262,11:58:53.72,-25:35:18.9,2000.0,1.135,2021-12-20T08:39:39.677,1200.0,4.12,12000,26.943135156773952,slicer,23.299,/nfs/morgan/chiron/tous/mir7/fitspec/211219/achi211219.1155.fits,
 ,553, ,G2K001262,11:59:53.51,-25:41:56.2,2020.0,1.058,2020-02-20T08:08:34.777,900.0,2.98,8995,18.304709058717417,slicer,23.521,/nfs/morgan/chiron/tous/mir7/fitspec/200219/achi200219.1165.fits,
 ,522, ,G2K001262,11:59:53.30,-25:41:33.7,2000.0,1.052,2021-02-28T04:51:16.190,1800.0,2.6,18000,26.083400152031455,slicer,23.391,/nfs/morgan/chiron/tous/mir7/fitspec/210227/achi210227.1138.fits,
 ,553, ,G2K001262,11:58:55.77,-25:35:23.0,2000.0,1.066,2022-02-10T05:51:57.165,1200.0,4.14,11999,27.01861347489772,slicer,23.284,/nfs/morgan/chiron/tous/mir7/fitspec/220209/achi220209.1145.fits,
 ,553, ,G2K001262,11:58:53.64,-25:35:16.4,2000.0,1.248,2021-12-17T08:12:19.975,1200.0,3.78,12000,25.602288226729367,slicer,23.211,/nfs/morgan/chiron/tous/mir7/fitspec/211216/achi211216.1159.fits,
 ,522, ,G2K001262,11:59:53.72,-25:41:36.1,2000.0,1.021,2021-02-28T05:21:33.831,1800.0,2.63,17999,26.260680166354504,slicer,23.397,/nfs/morgan/chiron/tous/mir7/fitspec/210227/achi210227.1139.fits,
 ,553, ,G2K001262,11:58:52.57,-25:35:23.4,2000.0,1.036,2020-02-23T07:38:09.425,900.0,3.07,8996,18.68408628250407,slicer,23.548,/nfs/morgan/chiron/tous/mir7/fitspec/200222/achi200222.1158.fits,
 ,553, ,G2K001262,11:58:55.28,-25:35:28.3,2000.0,1.019,2022-01-27T07:30:14.764,1200.0,4.02,12000,26.555797192655767,slicer,23.299,/nfs/morgan/chiron/tous/mir7/fitspec/220126/achi220126.1150.fits,
 ,553, ,G2K001262,11:58:52.45,-25:35:23.8,2000.0,1.059,2020-02-24T07:53:21.379,900.0,2.99,9005,18.361154653431296,slicer,23.518,/nfs/morgan/chiron/tous/mir7/fitspec/200223/achi200223.1158.fits,
G2K001266,643,1,G2K001266,12:01:33.11,-19:24:15.3,2000.0,1.017,2022-05-14T01:18:47.658,900.0,9.78,9001,37.31379241127365,slicer,23.172,/nfs/morgan/chiron/tous/mir7/fitspec/220513/achi220513.1124.fits,
G2K001267,643,2,G2K001267,12:02:10.99,-17:12:38.1,2000.0,1.038,2023-03-27T03:51:11.484,1200.0,2.56,12000,20.06655721522966,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230326/achi230326.1136.fits,
 ,643, ,G2K001267,12:02:11.00,-17:12:38.7,2000.0,1.028,2023-03-27T04:11:29.126,1200.0,2.58,11999,20.168455551172535,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230326/achi230326.1137.fits,
G2K001271,522,2,G2K001271,12:04:48.32,-00:13:39.4,2000.0,1.153,2021-02-08T07:29:37.895,900.0,3.99,9000,22.18761125216208,slicer,23.282,/nfs/morgan/chiron/tous/mir7/fitspec/210207/achi210207.1160.fits,
 ,522, ,G2K001271,12:04:48.44,-00:13:38.7,2000.0,1.157,2021-02-08T07:14:20.250,900.0,3.83,9000,21.619979001622546,slicer,23.289,/nfs/morgan/chiron/tous/mir7/fitspec/210207/achi210207.1159.fits,
G2K001275,522,2,G2K001275,12:06:09.80,-23:36:14.2,2000.0,1.029,2021-01-18T08:05:09.693,900.0,15.38,8999,47.56275502910507,slicer,23.241,/nfs/morgan/chiron/tous/mir7/fitspec/210117/achi210117.1166.fits,
 ,522, ,G2K001275,12:06:09.59,-23:36:14.2,2000.0,1.018,2021-01-18T08:20:27.331,600.0,15.34,6000,38.23047841318377,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/210117/achi210117.1167.fits,
G2K001276,643,1,G2K001276,12:06:57.44,05:47:47.4,2000.0,1.233,2023-04-19T03:05:04.026,1200.0,3.03,12000,22.36204163094441,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230418/achi230418.1129.fits,
G2K001282,522,2,G2K001282,12:09:23.16,-26:46:40.2,2000.0,1.128,2021-01-11T07:24:16.096,900.0,3.38,9000,19.937055364005097,slicer,23.22,/nfs/morgan/chiron/tous/mir7/fitspec/210110/achi210110.1153.fits,
 ,522, ,G2K001282,12:09:22.92,-26:46:41.6,2000.0,1.097,2021-01-11T07:39:33.740,900.0,3.39,9000,19.975994071705387,slicer,23.22,/nfs/morgan/chiron/tous/mir7/fitspec/210110/achi210110.1154.fits,
G2K001283,643,2,G2K001283,12:09:28.36,03:25:47.7,2000.0,1.206,2023-03-04T05:41:59.739,900.0,3.38,9000,19.937055364005097,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230303/achi230303.1157.fits,
 ,643, ,G2K001283,12:09:28.40,03:25:44.8,2000.0,1.199,2023-03-04T05:57:17.377,900.0,3.37,9000,19.898040456838963,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230303/achi230303.1158.fits,
G2K001284,477,11,G2K001284,12:09:32.24,-11:51:34.5,2000.0,1.570,2021-06-27T01:56:21.437,900.0,6.76,9000,30.377510162850275,slicer,23.191,/nfs/morgan/chiron/tous/mir7/fitspec/210626/achi210626.1148.fits,
 ,477, ,G2K001284,12:09:31.79,-11:51:40.4,2000.0,1.452,2021-07-31T23:20:07.630,900.0,7.38,8999,31.92215157878268,slicer,23.211,/nfs/morgan/chiron/tous/mir7/fitspec/210731/achi210731.1120.fits,
 ,477, ,G2K001284,12:09:31.88,-11:51:42.0,2000.0,1.588,2021-08-06T23:17:39.280,900.0,4.22,9000,22.97903026851588,slicer,23.27,/nfs/morgan/chiron/tous/mir7/fitspec/210806/achi210806.1118.fits,
 ,477, ,G2K001284,12:09:31.98,-11:51:48.1,2000.0,1.525,2021-07-09T01:02:35.882,900.0,7.64,8999,32.54884788001449,slicer,23.237,/nfs/morgan/chiron/tous/mir7/fitspec/210708/achi210708.1128.fits,
 ,477, ,G2K001284,12:09:32.18,-11:51:39.5,2000.0,1.667,2021-08-13T23:00:20.232,900.0,5.72,9000,27.589132224338268,slicer,23.172,/nfs/morgan/chiron/tous/mir7/fitspec/210813/achi210813.1116.fits,
 ,477, ,G2K001284,12:09:30.38,-11:51:32.6,2000.0,1.062,2021-06-11T22:59:14.892,900.0,7.93,8998,33.231856190490014,slicer,23.22,/nfs/morgan/chiron/tous/mir7/fitspec/210611/achi210611.1119.fits,
 ,477, ,G2K001284,12:09:32.44,-11:51:41.7,2000.0,1.282,2021-06-15T01:47:45.685,900.0,5.09,9000,25.753601209763787,slicer,23.271,/nfs/morgan/chiron/tous/mir7/fitspec/210614/achi210614.1121.fits,
 ,477, ,G2K001284,12:09:30.38,-11:51:34.3,2000.0,1.108,2021-07-05T23:14:12.929,900.0,7.39,9001,31.950476981253942,slicer,23.243,/nfs/morgan/chiron/tous/mir7/fitspec/210705/achi210705.1119.fits,
 ,522, ,G2K001284,12:09:31.18,-11:51:39.0,2000.0,1.090,2021-02-16T08:11:31.940,900.0,5.9,9000,28.091549317709383,slicer,23.24,/nfs/morgan/chiron/tous/mir7/fitspec/210215/achi210215.1163.fits,
 ,477, ,G2K001284,12:09:30.72,-11:51:33.9,2000.0,1.126,2021-07-02T23:37:23.886,900.0,3.0,9000,18.396412669377675,slicer,23.191,/nfs/morgan/chiron/tous/mir7/fitspec/210702/achi210702.1120.fits,
 ,477, ,G2K001284,12:09:31.70,-11:51:37.6,2000.0,1.261,2021-06-21T01:18:06.440,900.0,7.38,9000,31.924147643267485,slicer,23.18,/nfs/morgan/chiron/tous/mir7/fitspec/210620/achi210620.1138.fits,
G2K001285,522,2,G2K001285,12:09:34.07,-26:24:42.4,2000.0,1.002,2021-02-28T06:24:27.087,1800.0,3.18,18001,29.33737436823336,slicer,23.4,/nfs/morgan/chiron/tous/mir7/fitspec/210227/achi210227.1142.fits,
 ,522, ,G2K001285,12:09:33.98,-26:24:40.7,2000.0,1.007,2021-02-28T05:54:09.440,1800.0,3.07,17999,28.746861227394014,slicer,23.4,/nfs/morgan/chiron/tous/mir7/fitspec/210227/achi210227.1141.fits,
G2K001289,522,2,G2K001289,12:10:33.49,-11:27:05.3,2000.0,1.056,2021-03-26T04:29:26.244,1800.0,3.42,17999,30.580506307774257,slicer,23.288,/nfs/morgan/chiron/tous/mir7/fitspec/210325/achi210325.1145.fits,
 ,522, ,G2K001289,12:10:33.83,-11:27:06.8,2000.0,1.059,2021-03-26T04:59:43.886,1800.0,3.42,18000,30.581471910575306,slicer,23.287,/nfs/morgan/chiron/tous/mir7/fitspec/210325/achi210325.1146.fits,
G2K001290,522,1,G2K001290,12:11:23.83,-16:47:34.4,2000.0,1.061,2021-02-03T09:03:08.940,1500.0,8.28,15000,44.91017223011651,slicer,23.182,/nfs/morgan/chiron/tous/mir7/fitspec/210202/achi210202.1189.fits,
G2K001293,643,2,G2K001293,12:13:24.13,01:26:29.4,2000.0,1.172,2022-05-22T01:03:58.259,900.0,3.03,9000,18.522701930286857,slicer,23.1,/nfs/morgan/chiron/tous/mir7/fitspec/220521/achi220521.1130.fits,
 ,643, ,G2K001293,12:13:24.35,01:26:30.0,2000.0,1.177,2022-05-22T01:19:15.903,900.0,2.97,8999,18.267846727000094,slicer,23.098,/nfs/morgan/chiron/tous/mir7/fitspec/220521/achi220521.1131.fits,
G2K001294,522,1,G2K001294,12:15:06.70,-07:15:26.4,2000.0,1.119,2021-02-09T06:41:51.491,900.0,23.84,9001,59.81399891162427,slicer,23.287,/nfs/morgan/chiron/tous/mir7/fitspec/210208/achi210208.1241.fits,
G2K001297,522,2,G2K001297,12:16:49.74,-22:29:21.8,2000.0,1.042,2021-02-21T05:50:40.878,900.0,3.2,8999,19.22123802715865,slicer,23.222,/nfs/morgan/chiron/tous/mir7/fitspec/210220/achi210220.1153.fits,
 ,522, ,G2K001297,12:16:49.54,-22:29:20.6,2000.0,1.061,2021-02-21T05:35:23.250,900.0,3.24,9000,19.38370193414415,slicer,23.22,/nfs/morgan/chiron/tous/mir7/fitspec/210220/achi210220.1152.fits,
G2K001298,643,2,G2K001298,12:17:05.59,-17:38:26.9,2000.0,1.027,2022-04-25T02:29:47.112,1200.0,2.75,12000,21.024719660334647,slicer,23.169,/nfs/morgan/chiron/tous/mir7/fitspec/220424/achi220424.1136.fits,
 ,643, ,G2K001298,12:17:05.55,-17:38:26.8,2000.0,1.024,2022-04-25T02:50:04.751,1200.0,2.75,12000,21.024719660334647,slicer,23.174,/nfs/morgan/chiron/tous/mir7/fitspec/220424/achi220424.1137.fits,
G2K001300,522,1,G2K001300,12:17:17.25,-00:42:54.0,2000.0,1.147,2021-04-04T04:08:07.289,1800.0,2.67,18000,26.49720814362629,slicer,23.317,/nfs/morgan/chiron/tous/mir7/fitspec/210403/achi210403.1141.fits,
G2K001304,643,2,G2K001304,12:17:45.78,06:53:17.1,2000.0,1.258,2022-04-13T03:13:11.412,900.0,3.37,9000,19.898040456838963,slicer,23.176,/nfs/morgan/chiron/tous/mir7/fitspec/220412/achi220412.1142.fits,
 ,643, ,G2K001304,12:17:45.56,06:53:16.3,2000.0,1.251,2022-04-13T03:28:29.048,900.0,3.43,9000,20.1309957382745,slicer,23.182,/nfs/morgan/chiron/tous/mir7/fitspec/220412/achi220412.1143.fits,
G2K001305,643,2,G2K001305,12:20:18.67,-20:38:45.8,2000.0,1.014,2023-04-13T03:43:31.030,1200.0,2.66,12001,20.57753192559434,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230412/achi230412.1132.fits,
 ,643, ,G2K001305,12:20:18.97,-20:38:45.4,2000.0,1.018,2023-04-13T04:03:48.672,1200.0,2.63,12001,20.425906389510562,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230412/achi230412.1133.fits,
G2K001306,522,2,G2K001306,12:20:35.80,-00:15:54.9,2000.0,1.153,2021-02-25T06:53:38.398,900.0,2.63,9000,16.760787099121533,slicer,23.288,/nfs/morgan/chiron/tous/mir7/fitspec/210224/achi210224.1154.fits,
 ,522, ,G2K001306,12:20:35.92,-00:15:54.7,2000.0,1.159,2021-02-25T07:08:56.028,900.0,2.64,9000,16.80708620634413,slicer,23.288,/nfs/morgan/chiron/tous/mir7/fitspec/210224/achi210224.1155.fits,
G2K001308,643,1,G2K001308,12:22:05.50,-26:18:25.4,2000.0,1.005,2022-05-24T00:39:22.564,1200.0,4.21,12000,27.28703873382087,slicer,23.096,/nfs/morgan/chiron/tous/mir7/fitspec/220523/achi220523.1128.fits,
G2K001310,522,1,G2K001310,12:22:32.09,05:18:36.6,2000.0,1.235,2021-02-16T06:53:59.046,900.0,6.84,8999,30.579540674482597,slicer,23.25,/nfs/morgan/chiron/tous/mir7/fitspec/210215/achi210215.1154.fits,
G2K001315,522,2,G2K001315,12:24:20.80,-29:04:50.2,2000.0,1.004,2021-02-23T06:32:58.601,1800.0,2.71,17999,26.72991848787045,slicer,23.234,/nfs/morgan/chiron/tous/mir7/fitspec/210222/achi210222.1155.fits,
 ,522, ,G2K001315,12:24:20.84,-29:04:48.4,2000.0,1.020,2021-02-23T06:02:40.948,1800.0,2.73,18000,26.846824583021125,slicer,23.232,/nfs/morgan/chiron/tous/mir7/fitspec/210222/achi210222.1154.fits,
G2K001316,643,2,G2K001316,12:24:22.72,-29:01:09.3,2000.0,1.004,2023-03-06T05:49:30.066,900.0,3.29,8999,19.581672559379683,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230305/achi230305.1145.fits,
 ,643, ,G2K001316,12:24:22.83,-29:01:07.9,2000.0,1.012,2023-03-06T05:34:12.432,900.0,3.27,9000,19.503599369551168,slicer,23.239,/nfs/morgan/chiron/tous/mir7/fitspec/230305/achi230305.1144.fits,
G2K001319,643,2,G2K001319,12:25:56.72,-12:14:44.1,2000.0,1.103,2022-04-19T04:36:48.206,1800.0,2.42,17999,24.98703906892335,slicer,23.176,/nfs/morgan/chiron/tous/mir7/fitspec/220418/achi220418.1142.fits,
 ,643, ,G2K001319,12:25:56.69,-12:14:42.8,2000.0,1.068,2022-04-19T04:06:30.558,1800.0,2.66,18000,26.438489258576155,slicer,23.169,/nfs/morgan/chiron/tous/mir7/fitspec/220418/achi220418.1141.fits,
G2K001321,522,1,G2K001321,12:27:15.61,27:01:21.5,2000.0,1.840,2021-02-16T07:12:30.399,900.0,7.2,8999,31.480977487470597,slicer,23.252,/nfs/morgan/chiron/tous/mir7/fitspec/210215/achi210215.1156.fits,
G2K001324,643,2,G2K001324,12:29:50.02,-16:14:04.9,2000.0,1.039,2022-05-03T01:57:20.265,1200.0,2.7,12000,20.776856187265192,slicer,23.11,/nfs/morgan/chiron/tous/mir7/fitspec/220502/achi220502.1128.fits,
 ,643, ,G2K001324,12:29:49.81,-16:14:06.5,2000.0,1.031,2022-05-03T02:17:37.898,1200.0,2.63,11999,20.42368281347262,slicer,23.116,/nfs/morgan/chiron/tous/mir7/fitspec/220502/achi220502.1129.fits,
